Mar 31 20:41:31 home/treadmill/state CONNECTED
Mar 31 20:42:18 home/treadmill/incline 0094
Mar 31 20:42:19 home/treadmill/incline 0095
Mar 31 20:42:19 home/treadmill/incline 0089
Mar 31 20:42:20 home/treadmill/incline 0094
Mar 31 20:42:20 home/treadmill/incline 0094
Mar 31 20:42:21 home/treadmill/incline 0096
Mar 31 20:42:21 home/treadmill/incline 0097
Mar 31 20:42:22 home/treadmill/incline 0101
Mar 31 20:42:22 home/treadmill/incline 0103
Mar 31 20:42:23 home/treadmill/incline 0102
Mar 31 20:42:23 home/treadmill/incline 0103
Mar 31 20:42:24 home/treadmill/incline 0101
Mar 31 20:42:24 home/treadmill/incline 0106
Mar 31 20:42:25 home/treadmill/incline 0104
Mar 31 20:42:25 home/treadmill/incline 0100
Mar 31 20:42:26 home/treadmill/incline 0101
Mar 31 20:42:26 home/treadmill/incline 0101
Mar 31 20:42:27 home/treadmill/incline 0102
Mar 31 20:42:27 home/treadmill/incline 0104
Mar 31 20:42:28 home/treadmill/incline 0101
Mar 31 20:42:28 home/treadmill/incline 0103
Mar 31 20:42:29 home/treadmill/incline 0103
Mar 31 20:42:29 home/treadmill/incline 0105
Mar 31 20:42:30 home/treadmill/incline 0100
Mar 31 20:42:30 home/treadmill/incline 0105
Mar 31 20:42:31 home/treadmill/incline 0103
Mar 31 20:42:31 home/treadmill/incline 0102
Mar 31 20:42:32 home/treadmill/incline 0098
Mar 31 20:42:32 home/treadmill/incline 0107
Mar 31 20:42:33 home/treadmill/incline 0101
Mar 31 20:42:33 home/treadmill/incline 0102
Mar 31 20:42:34 home/treadmill/incline 0107
Mar 31 20:42:34 home/treadmill/incline 0107
Mar 31 20:42:35 home/treadmill/incline 0104
Mar 31 20:42:36 home/treadmill/incline 0104
Mar 31 20:42:36 home/treadmill/incline 0105
Mar 31 20:42:37 home/treadmill/incline 0105
Mar 31 20:42:37 home/treadmill/incline 0103
Mar 31 20:42:38 home/treadmill/incline 0098
Mar 31 20:42:38 home/treadmill/incline 0105
Mar 31 20:42:39 home/treadmill/incline 0102
Mar 31 20:42:39 home/treadmill/incline 0106
Mar 31 20:42:40 home/treadmill/incline 0107
Mar 31 20:42:40 home/treadmill/incline 0102
Mar 31 20:42:41 home/treadmill/incline 0107
Mar 31 20:42:41 home/treadmill/incline 0108
Mar 31 20:42:42 home/treadmill/incline 0109
Mar 31 20:42:42 home/treadmill/incline 0114
Mar 31 20:42:43 home/treadmill/incline 0122
Mar 31 20:42:43 home/treadmill/incline 0122
Mar 31 20:42:44 home/treadmill/incline 0119
Mar 31 20:42:44 home/treadmill/incline 0120
Mar 31 20:42:45 home/treadmill/incline 0122
Mar 31 20:42:45 home/treadmill/incline 0119
Mar 31 20:42:46 home/treadmill/incline 0119
Mar 31 20:42:46 home/treadmill/incline 0122
Mar 31 20:42:47 home/treadmill/incline 0121
Mar 31 20:42:47 home/treadmill/incline 0122
Mar 31 20:42:48 home/treadmill/incline 0119
Mar 31 20:42:48 home/treadmill/incline 0117
Mar 31 20:42:49 home/treadmill/incline 0124
Mar 31 20:42:49 home/treadmill/incline 0116
Mar 31 20:42:50 home/treadmill/incline 0115
Mar 31 20:42:50 home/treadmill/incline 0120
Mar 31 20:42:51 home/treadmill/incline 0119
Mar 31 20:42:51 home/treadmill/incline 0120
Mar 31 20:42:52 home/treadmill/incline 0127
Mar 31 20:42:52 home/treadmill/incline 0121
Mar 31 20:42:53 home/treadmill/incline 0121
Mar 31 20:42:53 home/treadmill/incline 0119
Mar 31 20:42:54 home/treadmill/incline 0122
Mar 31 20:42:54 home/treadmill/incline 0119
Mar 31 20:42:55 home/treadmill/incline 0119
Mar 31 20:42:55 home/treadmill/incline 0118
Mar 31 20:42:56 home/treadmill/incline 0119
Mar 31 20:42:56 home/treadmill/incline 0122
Mar 31 20:42:57 home/treadmill/incline 0123
Mar 31 20:42:57 home/treadmill/incline 0120
Mar 31 20:42:58 home/treadmill/incline 0118
Mar 31 20:42:58 home/treadmill/incline 0126
Mar 31 20:42:59 home/treadmill/incline 0126
Mar 31 20:42:59 home/treadmill/incline 0128
Mar 31 20:43:00 home/treadmill/incline 0129
Mar 31 20:43:00 home/treadmill/incline 0128
Mar 31 20:43:01 home/treadmill/incline 0135
Mar 31 20:43:01 home/treadmill/incline 0134
Mar 31 20:43:02 home/treadmill/incline 0130
Mar 31 20:43:02 home/treadmill/incline 0132
Mar 31 20:43:03 home/treadmill/incline 0136
Mar 31 20:43:03 home/treadmill/incline 0131
Mar 31 20:43:04 home/treadmill/incline 0131
Mar 31 20:43:05 home/treadmill/incline 0132
Mar 31 20:43:05 home/treadmill/incline 0136
Mar 31 20:43:06 home/treadmill/incline 0133
Mar 31 20:43:06 home/treadmill/incline 0134
Mar 31 20:43:07 home/treadmill/incline 0128
Mar 31 20:43:07 home/treadmill/incline 0129
Mar 31 20:43:08 home/treadmill/incline 0130
Mar 31 20:43:08 home/treadmill/incline 0135
Mar 31 20:43:09 home/treadmill/incline 0132
Mar 31 20:43:09 home/treadmill/incline 0130
Mar 31 20:43:10 home/treadmill/incline 0132
Mar 31 20:43:10 home/treadmill/incline 0132
Mar 31 20:43:11 home/treadmill/incline 0132
Mar 31 20:43:11 home/treadmill/incline 0135
Mar 31 20:43:12 home/treadmill/incline 0131
Mar 31 20:43:12 home/treadmill/incline 0133
Mar 31 20:43:13 home/treadmill/incline 0131
Mar 31 20:43:13 home/treadmill/incline 0130
Mar 31 20:43:14 home/treadmill/incline 0130
Mar 31 20:43:14 home/treadmill/incline 0136
Mar 31 20:43:15 home/treadmill/incline 0129
Mar 31 20:43:15 home/treadmill/incline 0134
Mar 31 20:43:16 home/treadmill/incline 0131
Mar 31 20:43:16 home/treadmill/incline 0131
Mar 31 20:43:17 home/treadmill/incline 0135
Mar 31 20:43:17 home/treadmill/incline 0136
Mar 31 20:43:18 home/treadmill/incline 0134
Mar 31 20:43:18 home/treadmill/incline 0131
Mar 31 20:43:19 home/treadmill/incline 0130
Mar 31 20:43:19 home/treadmill/incline 0136
Mar 31 20:43:20 home/treadmill/incline 0134
Mar 31 20:43:20 home/treadmill/incline 0136
Mar 31 20:43:21 home/treadmill/incline 0136
Mar 31 20:43:21 home/treadmill/incline 0139
Mar 31 20:43:22 home/treadmill/incline 0140
Mar 31 20:43:22 home/treadmill/incline 0144
Mar 31 20:43:23 home/treadmill/incline 0149
Mar 31 20:43:23 home/treadmill/incline 0141
Mar 31 20:43:24 home/treadmill/incline 0142
Mar 31 20:43:24 home/treadmill/incline 0143
Mar 31 20:43:25 home/treadmill/incline 0149
Mar 31 20:43:25 home/treadmill/incline 0147
Mar 31 20:43:26 home/treadmill/incline 0144
Mar 31 20:43:26 home/treadmill/incline 0144
Mar 31 20:43:27 home/treadmill/incline 0146
Mar 31 20:43:27 home/treadmill/incline 0149
Mar 31 20:43:28 home/treadmill/incline 0143
Mar 31 20:43:28 home/treadmill/incline 0149
Mar 31 20:43:29 home/treadmill/incline 0141
Mar 31 20:43:29 home/treadmill/incline 0149
Mar 31 20:43:30 home/treadmill/incline 0147
Mar 31 20:43:30 home/treadmill/incline 0147
Mar 31 20:43:31 home/treadmill/incline 0145
Mar 31 20:43:31 home/treadmill/incline 0147
Mar 31 20:43:32 home/treadmill/incline 0147
Mar 31 20:43:32 home/treadmill/incline 0149
Mar 31 20:43:33 home/treadmill/incline 0151
Mar 31 20:43:34 home/treadmill/incline 0150
Mar 31 20:43:34 home/treadmill/incline 0145
Mar 31 20:43:35 home/treadmill/incline 0149
Mar 31 20:43:35 home/treadmill/incline 0149
Mar 31 20:43:36 home/treadmill/incline 0148
Mar 31 20:43:36 home/treadmill/incline 0148
Mar 31 20:43:37 home/treadmill/incline 0146
Mar 31 20:43:37 home/treadmill/incline 0146
Mar 31 20:43:38 home/treadmill/incline 0151
Mar 31 20:43:38 home/treadmill/incline 0148
Mar 31 20:43:39 home/treadmill/incline 0147
Mar 31 20:43:39 home/treadmill/incline 0152
Mar 31 20:43:40 home/treadmill/incline 0149
Mar 31 20:43:40 home/treadmill/incline 0140
Mar 31 20:43:41 home/treadmill/incline 0152
Mar 31 20:43:41 home/treadmill/incline 0144
Mar 31 20:43:42 home/treadmill/incline 0156
Mar 31 20:43:42 home/treadmill/incline 0150
Mar 31 20:43:43 home/treadmill/incline 0160
Mar 31 20:43:43 home/treadmill/incline 0158
Mar 31 20:43:44 home/treadmill/incline 0164
Mar 31 20:43:44 home/treadmill/incline 0163
Mar 31 20:43:45 home/treadmill/incline 0160
Mar 31 20:43:45 home/treadmill/incline 0160
Mar 31 20:43:46 home/treadmill/incline 0163
Mar 31 20:43:46 home/treadmill/incline 0161
Mar 31 20:43:47 home/treadmill/incline 0159
Mar 31 20:43:47 home/treadmill/incline 0160
Mar 31 20:43:48 home/treadmill/incline 0160
Mar 31 20:43:48 home/treadmill/incline 0159
Mar 31 20:43:49 home/treadmill/incline 0164
Mar 31 20:43:49 home/treadmill/incline 0162
Mar 31 20:43:50 home/treadmill/incline 0162
Mar 31 20:43:50 home/treadmill/incline 0157
Mar 31 20:43:51 home/treadmill/incline 0163
Mar 31 20:43:51 home/treadmill/incline 0162
Mar 31 20:43:52 home/treadmill/incline 0149
Mar 31 20:43:52 home/treadmill/incline 0156
Mar 31 20:43:53 home/treadmill/incline 0158
Mar 31 20:43:53 home/treadmill/incline 0157
Mar 31 20:43:54 home/treadmill/incline 0158
Mar 31 20:43:54 home/treadmill/incline 0153
Mar 31 20:43:55 home/treadmill/incline 0153
Mar 31 20:43:55 home/treadmill/incline 0162
Mar 31 20:43:56 home/treadmill/incline 0159
Mar 31 20:43:56 home/treadmill/incline 0159
Mar 31 20:43:57 home/treadmill/incline 0163
Mar 31 20:43:57 home/treadmill/incline 0165
Mar 31 20:43:58 home/treadmill/incline 0156
Mar 31 20:43:58 home/treadmill/incline 0151
Mar 31 20:43:59 home/treadmill/incline 0159
Mar 31 20:43:59 home/treadmill/incline 0160
Mar 31 20:44:00 home/treadmill/incline 0159
Mar 31 20:44:00 home/treadmill/incline 0152
Mar 31 20:44:01 home/treadmill/incline 0164
Mar 31 20:44:01 home/treadmill/incline 0161
Mar 31 20:44:02 home/treadmill/incline 0159
Mar 31 20:44:03 home/treadmill/incline 0164
Mar 31 20:44:03 home/treadmill/incline 0169
Mar 31 20:44:04 home/treadmill/incline 0162
Mar 31 20:44:04 home/treadmill/incline 0170
Mar 31 20:44:05 home/treadmill/incline 0169
Mar 31 20:44:05 home/treadmill/incline 0175
Mar 31 20:44:06 home/treadmill/incline 0172
Mar 31 20:44:06 home/treadmill/incline 0166
Mar 31 20:44:07 home/treadmill/incline 0171
Mar 31 20:44:07 home/treadmill/incline 0173
Mar 31 20:44:08 home/treadmill/incline 0171
Mar 31 20:44:08 home/treadmill/incline 0172
Mar 31 20:44:09 home/treadmill/incline 0167
Mar 31 20:44:09 home/treadmill/incline 0179
Mar 31 20:44:10 home/treadmill/incline 0174
Mar 31 20:44:10 home/treadmill/incline 0164
Mar 31 20:44:11 home/treadmill/incline 0174
Mar 31 20:44:11 home/treadmill/incline 0172
Mar 31 20:44:12 home/treadmill/incline 0175
Mar 31 20:44:12 home/treadmill/incline 0176
Mar 31 20:44:13 home/treadmill/incline 0171
Mar 31 20:44:13 home/treadmill/incline 0177
Mar 31 20:44:14 home/treadmill/incline 0175
Mar 31 20:44:14 home/treadmill/incline 0165
Mar 31 20:44:15 home/treadmill/incline 0173
Mar 31 20:44:15 home/treadmill/incline 0170
Mar 31 20:44:16 home/treadmill/incline 0178
Mar 31 20:44:16 home/treadmill/incline 0174
Mar 31 20:44:17 home/treadmill/incline 0172
Mar 31 20:44:17 home/treadmill/incline 0172
Mar 31 20:44:18 home/treadmill/incline 0179
Mar 31 20:44:18 home/treadmill/incline 0174
Mar 31 20:44:19 home/treadmill/incline 0174
Mar 31 20:44:19 home/treadmill/incline 0168
Mar 31 20:44:20 home/treadmill/incline 0166
Mar 31 20:44:20 home/treadmill/incline 0172
Mar 31 20:44:21 home/treadmill/incline 0163
Mar 31 20:44:21 home/treadmill/incline 0169
Mar 31 20:44:22 home/treadmill/incline 0175
Mar 31 20:44:22 home/treadmill/incline 0169
Mar 31 20:44:23 home/treadmill/incline 0168
Mar 31 20:44:23 home/treadmill/incline 0178
Mar 31 20:44:24 home/treadmill/incline 0180
Mar 31 20:44:24 home/treadmill/incline 0175
Mar 31 20:44:25 home/treadmill/incline 0180
Mar 31 20:44:25 home/treadmill/incline 0176
Mar 31 20:44:26 home/treadmill/incline 0187
Mar 31 20:44:26 home/treadmill/incline 0183
Mar 31 20:44:27 home/treadmill/incline 0187
Mar 31 20:44:27 home/treadmill/incline 0190
Mar 31 20:44:28 home/treadmill/incline 0192
Mar 31 20:44:28 home/treadmill/incline 0189
Mar 31 20:44:29 home/treadmill/incline 0183
Mar 31 20:44:29 home/treadmill/incline 0179
Mar 31 20:44:30 home/treadmill/incline 0184
Mar 31 20:44:30 home/treadmill/incline 0185
Mar 31 20:44:31 home/treadmill/incline 0191
Mar 31 20:44:32 home/treadmill/incline 0186
Mar 31 20:44:32 home/treadmill/incline 0190
Mar 31 20:44:33 home/treadmill/incline 0186
Mar 31 20:44:33 home/treadmill/incline 0193
Mar 31 20:44:34 home/treadmill/incline 0181
Mar 31 20:44:34 home/treadmill/incline 0187
Mar 31 20:44:35 home/treadmill/incline 0189
Mar 31 20:44:35 home/treadmill/incline 0188
Mar 31 20:44:36 home/treadmill/incline 0184
Mar 31 20:44:36 home/treadmill/incline 0184
Mar 31 20:44:37 home/treadmill/incline 0174
Mar 31 20:44:37 home/treadmill/incline 0186
Mar 31 20:44:38 home/treadmill/incline 0191
Mar 31 20:44:38 home/treadmill/incline 0183
Mar 31 20:44:39 home/treadmill/incline 0183
Mar 31 20:44:39 home/treadmill/incline 0184
Mar 31 20:44:40 home/treadmill/incline 0186
Mar 31 20:44:40 home/treadmill/incline 0185
Mar 31 20:44:41 home/treadmill/incline 0183
Mar 31 20:44:41 home/treadmill/incline 0178
Mar 31 20:44:42 home/treadmill/incline 0187
Mar 31 20:44:42 home/treadmill/incline 0191
Mar 31 20:44:43 home/treadmill/incline 0186
Mar 31 20:44:43 home/treadmill/incline 0191
Mar 31 20:44:44 home/treadmill/incline 0196
Mar 31 20:44:44 home/treadmill/incline 0203
Mar 31 20:44:45 home/treadmill/incline 0205
Mar 31 20:44:45 home/treadmill/incline 0199
Mar 31 20:44:46 home/treadmill/incline 0199
Mar 31 20:44:46 home/treadmill/incline 0201
Mar 31 20:44:47 home/treadmill/incline 0190
Mar 31 20:44:47 home/treadmill/incline 0192
Mar 31 20:44:48 home/treadmill/incline 0194
Mar 31 20:44:48 home/treadmill/incline 0185
Mar 31 20:44:49 home/treadmill/incline 0190
Mar 31 20:44:49 home/treadmill/incline 0193
Mar 31 20:44:50 home/treadmill/incline 0199
Mar 31 20:44:50 home/treadmill/incline 0197
Mar 31 20:44:51 home/treadmill/incline 0195
Mar 31 20:44:51 home/treadmill/incline 0200
Mar 31 20:44:52 home/treadmill/incline 0199
Mar 31 20:44:52 home/treadmill/incline 0200
Mar 31 20:44:53 home/treadmill/incline 0197
Mar 31 20:44:53 home/treadmill/incline 0192
Mar 31 20:44:54 home/treadmill/incline 0196
Mar 31 20:44:54 home/treadmill/incline 0200
Mar 31 20:44:55 home/treadmill/incline 0194
Mar 31 20:44:55 home/treadmill/incline 0195
Mar 31 20:44:56 home/treadmill/incline 0202
Mar 31 20:44:56 home/treadmill/incline 0201
Mar 31 20:44:57 home/treadmill/incline 0205
Mar 31 20:44:57 home/treadmill/incline 0200
Mar 31 20:44:58 home/treadmill/incline 0194
Mar 31 20:44:58 home/treadmill/incline 0195
Mar 31 20:44:59 home/treadmill/incline 0199
Mar 31 20:45:00 home/treadmill/incline 0195
Mar 31 20:45:00 home/treadmill/incline 0188
Mar 31 20:45:01 home/treadmill/incline 0189
Mar 31 20:45:01 home/treadmill/incline 0196
Mar 31 20:45:02 home/treadmill/incline 0198
Mar 31 20:45:02 home/treadmill/incline 0201
Mar 31 20:45:03 home/treadmill/incline 0190
Mar 31 20:45:03 home/treadmill/incline 0202
Mar 31 20:45:04 home/treadmill/incline 0198
Mar 31 20:45:04 home/treadmill/incline 0206
Mar 31 20:45:05 home/treadmill/incline 0206
Mar 31 20:45:05 home/treadmill/incline 0214
Mar 31 20:45:06 home/treadmill/incline 0212
Mar 31 20:45:06 home/treadmill/incline 0206
Mar 31 20:45:07 home/treadmill/incline 0200
Mar 31 20:45:07 home/treadmill/incline 0215
Mar 31 20:45:08 home/treadmill/incline 0208
Mar 31 20:45:08 home/treadmill/incline 0202
Mar 31 20:45:09 home/treadmill/incline 0212
Mar 31 20:45:09 home/treadmill/incline 0199
Mar 31 20:45:10 home/treadmill/incline 0212
Mar 31 20:45:10 home/treadmill/incline 0209
Mar 31 20:45:11 home/treadmill/incline 0209
Mar 31 20:45:11 home/treadmill/incline 0205
Mar 31 20:45:12 home/treadmill/incline 0208
Mar 31 20:45:12 home/treadmill/incline 0215
Mar 31 20:45:13 home/treadmill/incline 0204
Mar 31 20:45:13 home/treadmill/incline 0216
Mar 31 20:45:14 home/treadmill/incline 0218
Mar 31 20:45:14 home/treadmill/incline 0212
Mar 31 20:45:15 home/treadmill/incline 0212
Mar 31 20:45:15 home/treadmill/incline 0213
Mar 31 20:45:16 home/treadmill/incline 0208
Mar 31 20:45:16 home/treadmill/incline 0214
Mar 31 20:45:17 home/treadmill/incline 0215
Mar 31 20:45:17 home/treadmill/incline 0214
Mar 31 20:45:18 home/treadmill/incline 0215
Mar 31 20:45:18 home/treadmill/incline 0204
Mar 31 20:45:19 home/treadmill/incline 0207
Mar 31 20:45:19 home/treadmill/incline 0209
Mar 31 20:45:20 home/treadmill/incline 0216
Mar 31 20:45:20 home/treadmill/incline 0216
Mar 31 20:45:21 home/treadmill/incline 0212
Mar 31 20:45:21 home/treadmill/incline 0218
Mar 31 20:45:22 home/treadmill/incline 0230
Mar 31 20:45:22 home/treadmill/incline 0229
Mar 31 20:45:23 home/treadmill/incline 0225
Mar 31 20:45:23 home/treadmill/incline 0222
Mar 31 20:45:24 home/treadmill/incline 0230
Mar 31 20:45:24 home/treadmill/incline 0234
Mar 31 20:45:25 home/treadmill/incline 0225
Mar 31 20:45:25 home/treadmill/incline 0236
Mar 31 20:45:26 home/treadmill/incline 0214
Mar 31 20:45:26 home/treadmill/incline 0226
Mar 31 20:45:27 home/treadmill/incline 0219
Mar 31 20:45:28 home/treadmill/incline 0225
Mar 31 20:45:28 home/treadmill/incline 0226
Mar 31 20:45:29 home/treadmill/incline 0236
Mar 31 20:45:29 home/treadmill/incline 0227
Mar 31 20:45:30 home/treadmill/incline 0224
Mar 31 20:45:30 home/treadmill/incline 0230
Mar 31 20:45:31 home/treadmill/incline 0214
Mar 31 20:45:31 home/treadmill/incline 0214
Mar 31 20:45:32 home/treadmill/incline 0219
Mar 31 20:45:32 home/treadmill/incline 0225
Mar 31 20:45:33 home/treadmill/incline 0223
Mar 31 20:45:33 home/treadmill/incline 0218
Mar 31 20:45:34 home/treadmill/incline 0225
Mar 31 20:45:34 home/treadmill/incline 0221
Mar 31 20:45:35 home/treadmill/incline 0219
Mar 31 20:45:35 home/treadmill/incline 0221
Mar 31 20:45:36 home/treadmill/incline 0218
Mar 31 20:45:36 home/treadmill/incline 0224
Mar 31 20:45:37 home/treadmill/incline 0218
Mar 31 20:45:37 home/treadmill/incline 0221
Mar 31 20:45:38 home/treadmill/incline 0213
Mar 31 20:45:38 home/treadmill/incline 0222
Mar 31 20:45:39 home/treadmill/incline 0220
Mar 31 20:45:39 home/treadmill/incline 0227
Mar 31 20:45:40 home/treadmill/incline 0228
Mar 31 20:45:40 home/treadmill/incline 0225
Mar 31 20:45:41 home/treadmill/incline 0229
Mar 31 20:45:41 home/treadmill/incline 0228
Mar 31 20:45:42 home/treadmill/incline 0227
Mar 31 20:45:42 home/treadmill/incline 0240
Mar 31 20:45:43 home/treadmill/incline 0233
Mar 31 20:45:43 home/treadmill/incline 0237
Mar 31 20:45:44 home/treadmill/incline 0230
Mar 31 20:45:44 home/treadmill/incline 0237
Mar 31 20:45:45 home/treadmill/incline 0229
Mar 31 20:45:45 home/treadmill/incline 0239
Mar 31 20:45:46 home/treadmill/incline 0238
Mar 31 20:45:46 home/treadmill/incline 0234
Mar 31 20:45:47 home/treadmill/incline 0238
Mar 31 20:45:47 home/treadmill/incline 0238
Mar 31 20:45:48 home/treadmill/incline 0236
Mar 31 20:45:48 home/treadmill/incline 0227
Mar 31 20:45:49 home/treadmill/incline 0224
Mar 31 20:45:49 home/treadmill/incline 0228
Mar 31 20:45:50 home/treadmill/incline 0235
Mar 31 20:45:50 home/treadmill/incline 0233
Mar 31 20:45:51 home/treadmill/incline 0237
Mar 31 20:45:51 home/treadmill/incline 0235
Mar 31 20:45:52 home/treadmill/incline 0231
Mar 31 20:45:52 home/treadmill/incline 0236
Mar 31 20:45:53 home/treadmill/incline 0238
Mar 31 20:45:53 home/treadmill/incline 0242
Mar 31 20:45:54 home/treadmill/incline 0237
Mar 31 20:45:54 home/treadmill/incline 0244
Mar 31 20:45:55 home/treadmill/incline 0235
Mar 31 20:45:56 home/treadmill/incline 0235
Mar 31 20:45:56 home/treadmill/incline 0240
Mar 31 20:45:57 home/treadmill/incline 0226
Mar 31 20:45:57 home/treadmill/incline 0238
Mar 31 20:45:58 home/treadmill/incline 0239
Mar 31 20:45:58 home/treadmill/incline 0228
Mar 31 20:45:59 home/treadmill/incline 0230
Mar 31 20:45:59 home/treadmill/incline 0235
Mar 31 20:46:00 home/treadmill/incline 0232
Mar 31 20:46:00 home/treadmill/incline 0238
Mar 31 20:46:01 home/treadmill/incline 0236
Mar 31 20:46:01 home/treadmill/incline 0238
Mar 31 20:46:02 home/treadmill/incline 0246
Mar 31 20:46:02 home/treadmill/incline 0244
Mar 31 20:46:03 home/treadmill/incline 0236
Mar 31 20:46:03 home/treadmill/incline 0252
Mar 31 20:46:04 home/treadmill/incline 0243
Mar 31 20:46:04 home/treadmill/incline 0255
Mar 31 20:46:05 home/treadmill/incline 0254
Mar 31 20:46:05 home/treadmill/incline 0247
Mar 31 20:46:06 home/treadmill/incline 0250
Mar 31 20:46:06 home/treadmill/incline 0249
Mar 31 20:46:07 home/treadmill/incline 0247
Mar 31 20:46:07 home/treadmill/incline 0253
Mar 31 20:46:08 home/treadmill/incline 0242
Mar 31 20:46:08 home/treadmill/incline 0247
Mar 31 20:46:09 home/treadmill/incline 0247
Mar 31 20:46:09 home/treadmill/incline 0246
Mar 31 20:46:10 home/treadmill/incline 0251
Mar 31 20:46:10 home/treadmill/incline 0252
Mar 31 20:46:11 home/treadmill/incline 0254
Mar 31 20:46:11 home/treadmill/incline 0238
Mar 31 20:46:12 home/treadmill/incline 0251
Mar 31 20:46:12 home/treadmill/incline 0236
Mar 31 20:46:13 home/treadmill/incline 0252
Mar 31 20:46:13 home/treadmill/incline 0247
